price.2025	price.2003	livingArea	lotSize	age	landValue.2003	pctCollege	fireplaces	rooms	heating	fuel	sewer	waterfront	newConstruction	centralAir	bedrooms	bathrooms
278862	145000	1480	0.07	36	1800	40	1	3	hot air	electric	public/commercial	No	No	Yes	2	2.5
394347	210500	1876	0.27	35	9700	40	0	6	hot air	gas	public/commercial	No	No	No	4	2
397157	199900	1540	0.24	33	8000	40	0	5	hot air	gas	public/commercial	No	No	No	3	2
334123	150000	1248	0.28	90	9800	40	0	4	hot water/steam	gas	public/commercial	No	No	No	3	1.5
393102	216900	2463	0.4	58	8000	40	1	6	hot air	gas	septic	No	No	Yes	4	2
353429	186030	1104	0.37	58	9300	40	0	9	hot air	gas	septic	No	No	Yes	4	1
393745	203000	1796	0.43	34	13500	40	1	8	hot air	gas	public/commercial	No	No	Yes	3	2.5
514073	260800	1868	0.5	25	4000	40	1	7	hot air	gas	public/commercial	No	No	No	3	2.5
333254	169000	1291	0.19	35	6800	40	0	4	hot air	gas	public/commercial	No	No	No	3	1.5
482030	225000	1652	0.95	35	11200	62	0	7	electric	electric	septic	No	No	No	3	2
338767	124000	1056	0.35	53	8500	62	0	7	hot water/steam	oil	septic	No	No	No	3	1
435446	245000	2280	0.51	42	15100	62	0	10	hot air	gas	septic	No	No	No	3	1.5
350105	165000	960	1.02	37	20100	62	0	4	hot air	gas	septic	No	No	No	3	1
353428	171500	1424	0.17	38	15200	51	0	7	electric	electric	public/commercial	No	No	No	3	2
676211	409550	2719	0.69	20	83500	61	1	9	hot air	gas	septic	No	Yes	Yes	3	2
486412	302000	1792	0.62	30	41700	61	1	6	hot air	gas	public/commercial	No	No	No	3	2.5
512848	285000	1714	0.38	23	53900	61	1	5	hot air	gas	public/commercial	No	No	No	3	2.5
755225	385900	3008	0.4	20	233000	61	1	11	hot air	gas	public/commercial	No	Yes	Yes	4	2.5
553446	335000	1857	0.47	22	53900	61	1	6	hot air	gas	public/commercial	No	No	Yes	3	2.5
529254	290000	2305	0.66	34	31200	51	1	11	hot air	gas	septic	No	No	Yes	4	2.5
623946	265000	2192	0.49	20	15000	51	1	10	hot air	gas	septic	No	Yes	Yes	3	2.5
631552	382406	2735	0.44	20	108900	51	1	12	hot air	gas	public/commercial	No	Yes	Yes	4	2.5
278772	149300	912	0.16	39	15700	51	0	3	electric	electric	public/commercial	No	No	No	2	1.5
381774	212000	1508	0.34	40	27000	51	0	4	electric	electric	public/commercial	No	No	No	3	1.5
398535	245000	1836	0.36	125	35900	51	1	6	hot air	gas	public/commercial	No	No	No	4	1.5
724626	422680	4486	1.16	195	46200	51	1	12	hot water/steam	gas	public/commercial	No	No	No	6	4
406853	240000	2204	5.21	57	70400	51	2	8	hot water/steam	oil	septic	No	No	No	3	2
336862	156000	1184	0.16	38	15100	51	0	7	hot air	gas	public/commercial	No	No	No	3	2
509299	282000	1836	0.87	31	56300	61	1	6	hot air	gas	public/commercial	No	No	Yes	4	2.5
407739	260000	1803	0.34	61	27100	61	0	6	hot water/steam	gas	septic	No	No	No	4	1.5
432216	254500	1461	0.17	28	20400	61	1	8	hot air	gas	public/commercial	No	No	Yes	3	2
297752	179900	1290	0.07	46	16800	61	1	7	hot air	gas	public/commercial	No	No	Yes	2	1.5
447052	255000	2310	0.53	57	29900	61	1	10	hot water/steam	gas	public/commercial	No	No	No	5	2.5
552835	265000	1664	0.43	59	26200	61	1	4	hot water/steam	gas	public/commercial	No	No	Yes	3	2
307543	174000	1479	0.06	40	16400	61	0	8	hot air	gas	public/commercial	No	No	No	3	1.5
585344	322000	2483	0.26	26	9100	61	1	8	hot air	gas	public/commercial	No	No	Yes	4	2.5
627953	337000	2480	0.46	23	60500	61	1	10	hot air	gas	public/commercial	No	No	Yes	4	2.5
438983	247000	1676	0.3	47	34000	61	1	8	hot air	gas	public/commercial	No	No	Yes	3	2.5
476368	180000	2816	0.54	57	30200	61	1	10	hot water/steam	gas	public/commercial	No	No	No	5	2.5
435738	229900	1966	0.37	45	23800	61	0	7	hot water/steam	gas	public/commercial	No	No	No	3	1.5
409248	230000	2112	0.54	58	34700	61	1	9	hot air	gas	public/commercial	No	No	No	4	1.5
641276	388000	2762	0.77	28	74400	61	1	12	hot air	gas	public/commercial	No	No	No	4	2.5
574139	350000	2184	0.66	42	72200	61	1	9	hot air	gas	public/commercial	No	No	Yes	3	2.5
281998	169700	1480	0.07	41	16800	61	0	7	electric	electric	public/commercial	No	No	No	3	1.5
390487	190000	1630	0.53	58	34700	61	0	4	hot air	gas	public/commercial	No	No	No	3	1
267154	145400	945	0.13	41	18300	61	0	5	hot air	gas	public/commercial	No	No	No	2	1
359405	183500	1121	0.28	76	23200	61	0	4	hot air	oil	septic	No	No	No	3	1.5
519062	275900	2288	0.81	19	7300	61	1	8	hot air	gas	public/commercial	No	Yes	No	4	2.5
706579	436023	2718	1.41	24	43400	61	1	12	hot air	gas	public/commercial	No	No	Yes	4	2.5
513690	249000	2405	0.43	60	45800	61	2	7	hot water/steam	gas	public/commercial	No	No	No	4	3
471696	289000	2310	0.38	51	24200	61	1	11	hot water/steam	gas	public/commercial	No	No	No	5	2.5
397809	285000	2564	0.94	56	36200	61	1	11	hot water/steam	gas	public/commercial	No	No	No	4	2.5
340081	194900	1099	0.39	28	20400	51	0	3	hot air	gas	public/commercial	No	No	No	2	1
260183	125000	1225	0.24	67	16800	51	1	7	hot air	gas	public/commercial	No	No	No	3	1
319955	111300	2022	0.59	105	26000	51	0	6	hot air	gas	septic	No	No	No	3	2
