ID	Year	Focal.depth	Magnitude	Country	Latitude	Longitude	Tsunami_deaths	Missing	Injuries	Damage..M.	Deaths_total
5599	2016	21	7.8	ECUADOR	0.382	-79.922	NA	9	6274	NA	663
5600	2016	24	7	VANUATU	-16.043	167.379	NA	NA	NA	NA	NA
5602	1993	10	6.4	WALLIS AND FUTUNA (FRENCH TERRITORY)	-14.385	-178.252	NA	NA	20	NA	5
5604	2016	16	7.2	NEW CALEDONIA	-22.477	173.117	NA	NA	NA	NA	NA
5605	2016	10	7.4	UK TERRITORY	-55.285	-31.877	NA	NA	NA	NA	NA
5606	2016	19	7	NEW ZEALAND	-37.359	179.146	NA	NA	NA	NA	NA
5607	2014	40	7.3	EL SALVADOR	12.526	-88.123	NA	NA	NA	NA	1
5609	2001	20	6.1	CANADA	52.63	-132.2	NA	NA	NA	NA	NA
5613	2016	15	7.8	NEW ZEALAND	-42.737	173.054	NA	NA	NA	NA	2
5618	2016	9	6.9	JAPAN	37.393	141.387	NA	NA	NA	NA	NA
5620	2016	33	6.9	NICARAGUA	11.91	-88.897	NA	NA	NA	NA	NA
5628	1895	NA	NA	CHILE	-18	-71	NA	NA	NA	NA	NA
5630	2016	40	7.8	SOLOMON ISLANDS	-10.681	161.327	NA	NA	NA	NA	1
5631	1962	33	6.1	CROATIA	43.3	17.1	NA	NA	NA	NA	1
5632	2016	20	6.9	SOLOMON ISLANDS	-10.749	161.132	NA	NA	NA	NA	NA
5636	2016	95	7.9	PAPUA NEW GUINEA	-4.505	153.522	NA	NA	NA	NA	NA
5637	2016	38	7.6	CHILE	-43.406	-73.941	NA	NA	NA	NA	NA
5639	2017	12	6.9	FIJI	-19.373	176.052	NA	NA	NA	NA	NA
5641	1996	20	6.8	TAIWAN	21.898	121.498	NA	NA	NA	NA	NA
5642	2017	135	7.9	PAPUA NEW GUINEA	-6.246	155.172	NA	NA	NA	NA	3
5647	2017	28	6.9	CHILE	-33.038	-72.062	NA	NA	NA	NA	NA
5648	2017	26	6.9	PHILIPPINES	5.504	125.066	NA	NA	7	NA	NA
5649	2017	10	6.2	USA	59.821	-136.711	NA	NA	NA	NA	NA
5652	2017	12	6.3	GREECE	38.93	26.365	NA	NA	15	NA	1
5654	2017	10	7.7	RUSSIA	54.443	168.857	NA	NA	NA	NA	NA
5655	2017	7	6.6	TURKEY	36.929	27.414	NA	NA	500	NA	2
5658	2017	47	8.2	MEXICO	15.022	-93.899	NA	NA	251	NA	98
5660	1950	60	7.8	VANUATU	-18.25	167.5	NA	NA	NA	NA	NA
5663	2017	24	6.7	NEW CALEDONIA	-21.697	169.149	NA	NA	NA	NA	NA
5664	2017	22	6.6	NEW CALEDONIA	-21.648	168.859	NA	NA	NA	NA	NA
5670	2017	10	7	NEW CALEDONIA	-21.325	168.672	NA	NA	NA	NA	NA
5672	2018	19	7.5	HONDURAS	17.483	-83.52	NA	NA	NA	NA	NA
5673	2018	14	7.9	USA	56.004	-149.166	NA	NA	NA	NA	NA
5675	2018	39	7.1	PERU	-15.768	-74.709	NA	NA	NA	NA	NA
5685	2018	34	6.9	INDONESIA	-8.258	116.438	NA	NA	7733	NA	560
5686	2018	600	8.2	FIJI	-18.113	-178.153	NA	NA	NA	NA	NA
5688	2018	21	7.1	NEW CALEDONIA	-22.03	170.126	NA	NA	NA	NA	NA
5690	2018	14	6.8	GREECE	37.52	20.557	NA	NA	3	NA	NA
5698	2018	10	7.5	NEW CALEDONIA	-21.95	169.427	NA	NA	NA	NA	NA
5706	2012	16	6.7	VANUATU	-19.125	169.613	NA	NA	NA	NA	NA
5710	2019	11	6.4	CHILE	-30.056	-72.082	NA	NA	NA	NA	NA
5711	2019	34	7.2	NEW ZEALAND	-30.805	-178.095	NA	NA	NA	NA	NA
5712	2019	12	6.4	JAPAN	38.646	139.472	NA	NA	28	NA	NA
5713	2009	19	6.4	GREECE	34.164	25.471	NA	NA	NA	NA	NA
5721	2011	11	6.8	NEW CALEDONIA	-20.244	168.226	NA	NA	NA	NA	NA
5722	2015	13	6.8	SOLOMON ISLANDS	-8.899	158.422	NA	NA	NA	NA	NA
5723	2017	14	6.3	NEW CALEDONIA	-21.638	168.673	NA	NA	NA	NA	NA
5724	2017	13	6.6	NEW CALEDONIA	-21.503	168.598	NA	NA	NA	NA	NA
5725	2018	17	6.5	NEW CALEDONIA	-21.743	169.522	NA	NA	NA	NA	NA
5733	2019	33	7.1	INDONESIA	1.6	126.416	NA	NA	3	NA	1
5734	2009	46	7	INDONESIA	-7.782	107.297	NA	NA	1297	NA	81
5736	2020	10	6.4	USA TERRITORY	17.916	-66.813	NA	NA	NA	NA	4
5737	1909	NA	6	USA	41.8	-112.7	NA	NA	NA	NA	NA
5740	2020	10	7.7	CUBA	19.44	-78.755	NA	NA	NA	NA	NA
5741	2016	10	6	JAPAN	40.394	143.68	NA	NA	NA	NA	NA
5742	1998	33	6.2	JAPAN	39.027	143.441	NA	NA	NA	NA	NA
5745	1585	NA	7	GREECE	40.2	24.5	NA	NA	NA	NA	NA
5746	2020	57	7.5	RUSSIA	48.986	157.693	NA	NA	NA	NA	NA
5747	2020	17	6.6	GREECE	34.205	25.712	NA	NA	NA	NA	NA
5750	2020	10	7.4	NEW ZEALAND	-33.294	-177.838	NA	NA	NA	NA	NA
5751	2020	26	7.4	MEXICO	16.029	-95.901	NA	NA	24	NA	10
5752	2013	30	6	MEXICO	18.081	-102.182	NA	NA	NA	NA	NA
5753	2020	28	7.8	USA	55.03	-158.522	NA	NA	NA	NA	NA
5755	2020	33	7.6	USA	54.608	-159.655	NA	NA	NA	NA	NA
5757	2020	21	7	TURKEY	37.918	26.79	1	NA	1054	NA	118
5760	2020	10	6.7	CHILE	-39.343	-74.99	NA	NA	NA	NA	NA
5762	2021	10	6.9	ANTARCTICA	-61.825	-55.494	NA	NA	NA	NA	NA
5763	2021	10	7.7	NEW CALEDONIA	-23.054	171.601	NA	NA	NA	NA	NA
5769	2021	20	7.3	NEW ZEALAND	-37.563	179.444	NA	NA	NA	NA	NA
5770	2021	55	7.4	NEW ZEALAND	-29.613	-177.843	NA	NA	NA	NA	NA
5771	2021	19	8.1	NEW ZEALAND	-29.74	-177.267	NA	NA	NA	NA	NA
5774	2003	10	7.6	ANTARCTICA	-60.532	-43.411	NA	NA	NA	NA	NA
5776	2021	8	6	ALGERIA	36.915	5.199	NA	NA	17	NA	NA
5778	2018	14	6.4	INDONESIA	-8.24	116.508	NA	NA	355	NA	17
5781	1746	NA	NA	COSTA RICA	10.2	-82.9	NA	NA	NA	NA	NA
5790	2014	6	6.9	GREECE	40.289	25.389	NA	NA	310	NA	3
5791	2003	10	6.3	GREECE	39.16	20.605	NA	NA	50	NA	NA
5792	2016	12	6.3	MOROCCO	35.649	-3.682	NA	NA	26	NA	1
5793	2013	10	6.2	GREECE	34.4	25.02	NA	NA	NA	NA	NA
5794	2013	40	6.6	GREECE	35.514	23.252	NA	NA	1	NA	NA
5795	2006	10	5.6	JAPAN	31.394	140.131	NA	NA	NA	NA	NA
5796	2018	10	5.4	JAPAN	31.444	140.193	NA	NA	NA	NA	NA
5799	2021	32	8.2	USA	55.325	-157.841	NA	NA	NA	NA	NA
5800	1969	6	7.4	CHINA	38.2	119.4	NA	NA	353	NA	10
5801	2021	65	7.1	PHILIPPINES	6.455	126.742	NA	NA	NA	NA	1
5802	2021	48	8.1	UK TERRITORY	-58.416	-25.321	NA	NA	NA	NA	NA
5803	2021	10	7.2	HAITI	18.408	-73.475	NA	329	12763	NA	2248
5804	1994	13	6.7	TAIWAN	22.528	118.711	NA	NA	400	NA	1
5805	2006	14	5.2	TAIWAN	20.656	119.997	NA	NA	NA	NA	NA
5806	2021	20	7	MEXICO	16.982	-99.773	NA	NA	NA	NA	3
5816	2018	16	6.3	INDONESIA	-8.337	116.599	NA	NA	1	NA	2
5818	1944	NA	6.7	TURKEY	39.509	26.587	NA	NA	NA	NA	30
5821	1872	NA	7.3	TURKEY	36.2	36.2	NA	NA	NA	NA	1800
5822	2021	18	7.3	INDONESIA	-7.603	122.2	NA	NA	1	NA	NA
5823	2021	49	7.1	JAPAN	37.745	141.749	NA	NA	186	NA	1
5828	2022	10	6.5	NEW ZEALAND	-29.531	-176.749	NA	NA	NA	NA	NA
5832	2022	63	7.3	JAPAN	37.702	141.587	NA	NA	247	NA	4
5833	2022	10	6.9	NEW CALEDONIA	-22.716	170.286	NA	NA	NA	NA	NA
5834	2022	10	7	NEW CALEDONIA	-22.579	170.354	NA	NA	NA	NA	NA
5847	1968	25	7.3	MEXICO	16.519	-97.739	NA	NA	NA	NA	18
5849	1780	NA	NA	MONTENEGRO	42.4	18.8	NA	NA	NA	NA	NA
5850	2022	34	5.5	MEXICO	16.325	-95.856	NA	NA	NA	NA	NA
5854	1860	NA	NA	HAITI	18.55	-73.5	NA	NA	NA	NA	NA
5855	2022	10	7	PHILIPPINES	17.56	120.801	NA	NA	609	NA	11
5859	2022	15	7.6	MEXICO	18.367	-103.252	NA	NA	10	NA	2
5864	1839	33	7.8	MARTINIQUE (FRENCH TERRITORY)	14.9	-60.6	NA	NA	NA	NA	390
5866	2022	24	7.3	TONGA	-19.318	-172.1	NA	NA	NA	NA	NA
5867	2022	15	7	SOLOMON ISLANDS	-9.812	159.596	NA	NA	3	NA	NA
5869	2022	7	5.4	NEW ZEALAND	-38.808	175.906	NA	NA	NA	NA	NA
5871	2023	105	7.6	INDONESIA	-7.049	130.038	NA	NA	11	NA	1
5873	2023	17	7.8	TURKEY	37.166	37.042	NA	NA	119200	NA	56697
5876	2023	22	7	KERMADEC ISLANDS	-30.115	-176.112	NA	NA	NA	NA	NA
5877	1983	30	7.5	COSTA RICA	8.677	-83.098	NA	NA	NA	NA	6
5878	2023	34	7.1	INDONESIA	-0.799	98.524	NA	NA	NA	NA	NA
5879	2023	43	7.1	NEW ZEALAND	-29.968	-177.826	NA	NA	NA	NA	NA
5880	2023	8	6.2	JAPAN	37.54	137.305	NA	NA	34	NA	1
5881	2023	37	7.7	NEW CALEDONIA	-23.229	170.694	NA	NA	NA	NA	NA
5882	2023	36	7.1	NEW CALEDONIA	-23.062	170.456	NA	NA	NA	NA	NA
5883	2023	32	7.2	USA	54.46	-160.76	1	NA	NA	NA	1
5890	2023	10	6.1	JAPAN	29.94	139.95	NA	NA	NA	NA	NA
5893	1816	NA	NA	MEXICO	NA	NA	NA	NA	NA	NA	NA
5894	1818	NA	8.2	MEXICO	19.1	-103.94	NA	NA	NA	NA	2000
5896	1900	10	7.3	MEXICO	20	-105	NA	NA	NA	NA	NA
5897	1900	NA	6.9	MEXICO	20	-105	NA	NA	NA	NA	NA
5899	1933	NA	4	MEXICO	18.68	-104.82	NA	NA	NA	NA	NA
5900	1933	30	6.7	MEXICO	17.404	-100.908	NA	NA	NA	NA	NA
5901	1941	30	7.6	MEXICO	18.68	-102.989	NA	NA	NA	NA	84
5902	2023	22	6.7	VANUATU	-14.985	167.983	NA	NA	NA	NA	NA
5903	2023	32	7.6	PHILIPPINES	8.527	126.449	NA	NA	79	NA	3
5904	2023	48	7.1	VANUATU	-20.659	169.206	NA	NA	NA	NA	NA
5910	2006	11	6.4	JAPAN	29.351	140.27	NA	NA	NA	NA	NA
5919	2024	34	7.4	TAIWAN	23.819	121.562	NA	NA	1145	NA	20
5921	2024	28	7.2	PERU	-15.811	-74.445	NA	NA	42	NA	NA
5922	2024	25	7.1	JAPAN	31.719	131.527	NA	NA	14	NA	NA
5923	2024	29	7	RUSSIA	52.924	160.141	NA	NA	NA	NA	NA
5931	2011	15	6.3	JAPAN	38.296	142.808	NA	NA	NA	NA	NA
5938	2024	11	5.6	JAPAN	31.546	140.064	NA	NA	NA	NA	NA
5940	2024	10	7	USA	40.374	-125.022	NA	NA	NA	NA	NA
5942	2024	57	7.3	VANUATU	-17.686	168.034	NA	NA	265	NA	14
5948	2025	36	6.8	JAPAN	31.806	131.565	NA	NA	NA	NA	NA
5950	1883	NA	NA	VANUATU	NA	NA	NA	NA	NA	NA	NA
5951	2020	11	6.4	KERMADEC ISLANDS	-27.367	-175.61	NA	NA	NA	NA	NA
5952	2017	34	6.4	PAPUA NEW GUINEA	-4.779	153.211	NA	NA	NA	NA	NA
5953	2016	26	6.9	VANUATU	-14.324	166.855	NA	NA	NA	NA	NA
5954	2013	41	6.5	NEW ZEALAND	-30.926	-178.323	NA	NA	NA	NA	NA
5955	2012	14	6.6	NEW CALEDONIA	-22.141	170.34	NA	NA	NA	NA	NA
5956	2012	28	6.4	SOLOMON ISLANDS	-10.617	165.16	NA	NA	NA	NA	NA
5957	2011	9	7	VANUATU	-20.628	168.471	NA	NA	NA	NA	NA
5958	2010	35	7.3	PAPUA NEW GUINEA	-5.931	150.59	NA	NA	NA	NA	NA
5959	2010	31	7.2	VANUATU	-13.698	166.643	NA	NA	NA	NA	NA
5960	2009	64	6.7	PAPUA NEW GUINEA	-5.157	153.782	NA	NA	NA	NA	NA
5961	2004	22	7.1	NEW CALEDONIA	-22.253	169.683	NA	NA	NA	NA	NA
5962	1994	33	7.2	VANUATU	-16.62	167.518	NA	NA	NA	NA	NA
5963	1994	27	7	VANUATU	-20.553	169.361	NA	NA	NA	NA	NA
5964	1980	33	7.5	VANUATU	-12.41	166.381	NA	NA	NA	NA	NA
5965	1980	20	6.1	VANUATU	-14.464	167.902	NA	NA	NA	NA	NA
5966	1933	35	6.4	VANUATU	-16.895	167.776	NA	NA	NA	NA	NA
5968	1875	NA	NA	VANUATU	NA	NA	NA	NA	NA	NA	NA
5969	2025	10	7.6	HONDURAS	17.702	-82.456	NA	NA	NA	NA	NA
5976	2022	25	6.9	INDONESIA	-4.904	100.786	NA	NA	NA	NA	NA
5977	1975	33	6.6	INDONESIA	-2.444	126.145	NA	NA	NA	NA	NA
5993	2012	11	6.7	PHILIPPINES	9.999	123.206	NA	62	112	NA	51
5994	2000	33	6.4	PHILIPPINES	20.253	122.043	NA	NA	6	NA	NA
5996	2025	21	6.7	NEW ZEALAND	-46.708	165.933	NA	NA	NA	NA	NA
5997	1990	25	7.8	PHILIPPINES	15.679	121.172	NA	NA	3000	NA	2412
5998	1999	NA	7.3	PHILIPPINES	15.766	119.74	NA	NA	40	NA	5
6000	2025	29	7	TONGA	-20.329	-173.907	NA	NA	NA	NA	NA
6007	2023	10	6.1	JAPAN	30.141	139.968	NA	NA	NA	NA	NA
6014	2025	10	6.2	TURKEY	40.84	28.142	NA	NA	236	NA	NA
6015	1953	15	6.3	GREECE	38.216	20.83	NA	NA	NA	NA	NA
6017	1992	12	5.9	GREECE	38.364	22.596	NA	NA	NA	NA	NA
6019	2025	35	6.3	ECUADOR	1.105	-79.535	NA	NA	49	NA	NA
6024	2025	10	7.4	CHILE	-56.782	-68.209	NA	NA	NA	NA	NA
6028	1932	15	7.7	INDONESIA	0.386	125.884	NA	NA	115	NA	7
6029	2025	64	6.2	GREECE	35.811	25.858	NA	NA	NA	NA	NA
6033	2002	25	6.7	MEXICO	16.985	-100.865	NA	NA	NA	NA	NA
6037	2025	20	7.3	USA	54.549	-160.472	NA	NA	NA	NA	NA
6041	1789	NA	3.7	BRAZIL	-25.01	-47.94	NA	NA	NA	NA	NA
6044	2025	35	8.8	RUSSIA	52.512	160.324	1	NA	13	NA	1
6046	2025	8	5.8	INDONESIA	-1.282	120.727	NA	NA	41	NA	1
6047	2025	10	7.5	ANTARCTICA	-60.186	-61.821	NA	NA	NA	NA	NA
6055	2017	10	5.1	JAPAN	25.437	141.383	NA	NA	NA	NA	NA
6056	2019	15	5.2	JAPAN	25.6	141.462	NA	NA	NA	NA	NA
6061	2025	19	7.8	RUSSIA	53.193	160.513	NA	NA	NA	NA	NA
6062	2025	34	7.4	RUSSIA	52.83	160.682	NA	NA	NA	NA	NA
6067	2025	59	7.4	PHILIPPINES	7.287	126.69	NA	NA	176	NA	10
6068	2025	10	6.8	JAPAN	39.396	143.411	NA	NA	NA	NA	NA
6069	2025	59	7.4	RUSSIA	53.19	160.143	NA	NA	NA	NA	NA
6078	2025	45	7.6	JAPAN	41.003	142.171	NA	NA	46	NA	NA
6079	2025	10	6.7	JAPAN	40.918	142.745	NA	NA	NA	NA	NA
6082	2025	16	4.1	MEXICO	15.789	-95.055	NA	NA	NA	NA	NA
